"Statistic","Year","Electoral Division","UNIT","VALUE"
"Household median gross income","2016","035 The Harrow, Co. Wexford","Euro","44428"
"Household median gross income","2016","036 The Leap, Co. Wexford","Euro","46734"
"Household median gross income","2016","037 Tinnacross, Co. Wexford","Euro","42370"
"Household median gross income","2016","038 Tombrack, Co. Wexford","Euro","46035"
"Household median gross income","2016","039 Ardamine, Co. Wexford","Euro","34584"
"Household median gross income","2016","040 Balloughter, Co. Wexford","Euro","42205"
"Household median gross income","2016","041 Ballybeg, Co. Wexford","Euro","46666"
"Household median gross income","2016","042 Ballycanew, Co. Wexford","Euro","35603"
"Household median gross income","2016","043 Ballyellis, Co. Wexford","Euro","47181"
"Household median gross income","2016","044 Ballygarrett, Co. Wexford","Euro","41042"
"Household median gross income","2016","045 Ballylarkin, Co. Wexford","Euro","47600"
"Household median gross income","2016","046 Ballynestragh, Co. Wexford","Euro","56855"
"Household median gross income","2016","047 Cahore, Co. Wexford","Euro","37504"
"Household median gross income","2016","048 Coolgreany, Co. Wexford","Euro","43685"
"Household median gross income","2016","049 Courtown, Co. Wexford","Euro","39507"
"Household median gross income","2016","050 Ford, Co. Wexford","Euro","35940"
"Household median gross income","2016","051 Gorey Rural, Co. Wexford","Euro","40382"
"Household median gross income","2016","052 Gorey Urban, Co. Wexford","Euro","31045"
"Household median gross income","2016","053 Huntingtown, Co. Wexford","Euro","52190"
"Household median gross income","2016","054 Kilcomb, Co. Wexford","Euro","41555"
"Household median gross income","2016","055 Kilgorman, Co. Wexford","Euro","48881"
"Household median gross income","2016","056 Killenagh, Co. Wexford","Euro","44190"
"Household median gross income","2016","057 Killincooly, Co. Wexford","Euro","30720"
"Household median gross income","2016","058 Kilnahue, Co. Wexford","Euro","49196"
"Household median gross income","2016","059 Limerick, Co. Wexford","Euro","51583"
"Household median gross income","2016","060 Monamolin, Co. Wexford","Euro","39834"
"Household median gross income","2016","061 Monaseed, Co. Wexford","Euro","47730"
"Household median gross income","2016","062 Rossminoge, Co. Wexford","Euro","49029"
"Household median gross income","2016","063 Wells, Co. Wexford","Euro","43117"
"Household median gross income","2016","064 Wingfield, Co. Wexford","Euro","45970"
"Household median gross income","2016","065 Adamstown, Co. Wexford","Euro","37371"
"Household median gross income","2016","066 Ballyanne, Co. Wexford","Euro","38486"
"Household median gross income","2016","067 Ballyhack, Co. Wexford","Euro","36736"
"Household median gross income","2016","068 Barrack Village, Co. Wexford","Euro","41932"
"Household median gross income","2016","069 Barronstown, Co. Wexford","Euro","49057"
"Household median gross income","2016","070 Carnagh, Co. Wexford","Euro","44656"
"Household median gross income","2016","071 Carrickbyrne, Co. Wexford","Euro","45506"
"Household median gross income","2016","072 Clongeen, Co. Wexford","Euro","35228"
"Household median gross income","2016","073 Clonleigh, Co. Wexford","Euro","49506"
"Household median gross income","2016","074 Dunmain, Co. Wexford","Euro","51101"
"Household median gross income","2016","075 Fethard, Co. Wexford","Euro","33700"
"Household median gross income","2016","076 Horetown, Co. Wexford","Euro","40590"
"Household median gross income","2016","077 Inch, Co. Wexford","Euro","43320"
"Household median gross income","2016","078 Kilgarvan, Co. Wexford","Euro","42304"
"Household median gross income","2016","079 Killesk, Co. Wexford","Euro","40272"
"Household median gross income","2016","080 Kilmokea, Co. Wexford","Euro","34279"
"Household median gross income","2016","081 Newbawn, Co. Wexford","Euro","37486"
"Household median gross income","2016","082 New Ross Rural, Co. Wexford","Euro","38744"
"Household median gross income","2016","083 Oldcourt, Co. Wexford","Euro","54668"
"Household median gross income","2016","084 Old Ross, Co. Wexford","Euro","51172"
"Household median gross income","2016","085 Rathroe, Co. Wexford","Euro","38282"
"Household median gross income","2016","086 Rochestown, Co. Wexford","Euro","55944"
"Household median gross income","2016","087 Templeludigan, Co. Wexford","Euro","49785"
"Household median gross income","2016","088 Templetown, Co. Wexford","Euro","41527"
"Household median gross income","2016","089 Tintern, Co. Wexford","Euro","36675"
"Household median gross income","2016","090 Whitechurch, Co. Wexford","Euro","49339"
"Household median gross income","2016","091 Whitemoor, Co. Wexford","Euro","44770"
"Household median gross income","2016","092 Ardcavan, Co. Wexford","Euro","42977"
"Household median gross income","2016","093 Ardcolm, Co. Wexford","Euro","37755"
"Household median gross income","2016","094 Artramon, Co. Wexford","Euro","41408"
"Household median gross income","2016","095 Aughwilliam, Co. Wexford","Euro","47432"
"Household median gross income","2016","096 Ballymitty, Co. Wexford","Euro","38783"
"Household median gross income","2016","097 Bannow, Co. Wexford","Euro","36262"
"Household median gross income","2016","098 Bridgetown, Co. Wexford","Euro","43442"
"Household median gross income","2016","099 Carrick, Co. Wexford","Euro","59693"
"Household median gross income","2016","100 Drinagh, Co. Wexford","Euro","48123"
"Household median gross income","2016","101 Duncormick, Co. Wexford","Euro","36047"
"Household median gross income","2016","102 Forth, Co. Wexford","Euro","45379"
"Household median gross income","2016","103 Glynn, Co. Wexford","Euro","46749"
"Household median gross income","2016","104 Harperstown, Co. Wexford","Euro","42319"
"Household median gross income","2016","105 Harristown, Co. Wexford","Euro","39686"
"Household median gross income","2016","106 Kilbride, Co. Wexford","Euro","48038"
"Household median gross income","2016","107 Kilcowan, Co. Wexford","Euro","49115"
"Household median gross income","2016","108 Killag, Co. Wexford","Euro","38667"
"Household median gross income","2016","109 Killinick, Co. Wexford","Euro","44062"
"Household median gross income","2016","110 Killurin, Co. Wexford","Euro","51490"
"Household median gross income","2016","111 Kilmore, Co. Wexford","Euro","33648"
"Household median gross income","2016","112 Kilpatrick, Co. Wexford","Euro","55372"
"Household median gross income","2016","113 Kilscoran, Co. Wexford","Euro","35228"
"Household median gross income","2016","114 Lady's Island, Co. Wexford","Euro","33380"
"Household median gross income","2016","115 Mayglass, Co. Wexford","Euro","48547"
"Household median gross income","2016","116 Newcastle, Co. Wexford","Euro","47291"
"Household median gross income","2016","117 Rathaspick, Co. Wexford","Euro","50199"
"Household median gross income","2016","118 Rosslare, Co. Wexford","Euro","33083"
"Household median gross income","2016","119 St. Helen's, Co. Wexford","Euro","32625"
"Household median gross income","2016","120 Tacumshin, Co. Wexford","Euro","39814"
"Household median gross income","2016","121 Taghmon, Co. Wexford","Euro","30633"
"Household median gross income","2016","122 Tomhaggard, Co. Wexford","Euro","40236"
"Household median gross income","2016","123 Wexford Rural (Part Urban), Co. Wexford","Euro","39915"
"Household median gross income","2016","124 Whitechurch, Co. Wexford","Euro","42080"
"Household median gross income","2016","001 Arklow No. 1 Urban, Co. Wicklow","Euro","37070"
"Household median gross income","2016","002 Arklow No. 2 Urban, Co. Wicklow","Euro","41549"
"Household median gross income","2016","003 Bray No. 1, Co. Wicklow","Euro","33988"
"Household median gross income","2016","004 Bray No. 2, Co. Wicklow","Euro","51303"
"Household median gross income","2016","005 Bray No. 3, Co. Wicklow","Euro","49441"
"Household median gross income","2016","006 Rathmichael (Bray), Co. Wicklow","Euro","35820"
"Household median gross income","2016","007 Wicklow Urban, Co. Wicklow","Euro","38987"
"Household median gross income","2016","008 Ballinguile, Co. Wicklow","Euro","46404"
"Household median gross income","2016","009 Baltinglass, Co. Wicklow","Euro","40912"
"Household median gross income","2016","010 Blessington, Co. Wicklow","Euro","51425"
"Household median gross income","2016","011 Burgage, Co. Wicklow","Euro","61567"
"Household median gross income","2016","012 Donaghmore, Co. Wicklow","Euro","47695"
"Household median gross income","2016","013 Donard, Co. Wicklow","Euro","43175"
"Household median gross income","2016","014 Dunlavin, Co. Wicklow","Euro","38072"
"Household median gross income","2016","015 Eadestown, Co. Wicklow","Euro","44539"
"Household median gross income","2016","016 Hartstown, Co. Wicklow","Euro","54777"
"Household median gross income","2016","017 Hollywood, Co. Wicklow","Euro","53862"
"Household median gross income","2016","018 Humewood, Co. Wicklow","Euro","39434"
"Household median gross income","2016","019 Imael North, Co. Wicklow","Euro","47875"
"Household median gross income","2016","020 Imael South, Co. Wicklow","Euro","52070"
"Household median gross income","2016","021 Kilbride, Co. Wicklow","Euro","60169"
"Household median gross income","2016","022 Lackan, Co. Wicklow","Euro","50701"
"Household median gross income","2016","023 Lugglass, Co. Wicklow","Euro","65524"
"Household median gross income","2016","024 Rathdangan, Co. Wicklow","Euro","42771"
"Household median gross income","2016","025 Rathsallagh, Co. Wicklow","Euro","51258"
"Household median gross income","2016","026 Stratford, Co. Wicklow","Euro","41271"
"Household median gross income","2016","027 Talbotstown, Co. Wicklow","Euro","48413"
"Household median gross income","2016","028 The Grange, Co. Wicklow","Euro","45709"
"Household median gross income","2016","029 Tober, Co. Wicklow","Euro","56400"
"Household median gross income","2016","030 Togher, Co. Wicklow","Euro","47611"
"Household median gross income","2016","031 Tuckmill, Co. Wicklow","Euro","45304"
"Household median gross income","2016","032 Delgany, Co. Wicklow","Euro","60656"
"Household median gross income","2016","033 Enniskerry, Co. Wicklow","Euro","64393"
"Household median gross income","2016","034 Greystones, Co. Wicklow","Euro","65291"
"Household median gross income","2016","035 Kilmacanoge (Part Urban), Co. Wicklow","Euro","55077"
"Household median gross income","2016","036 Powerscourt, Co. Wicklow","Euro","68894"
"Household median gross income","2016","037 Altidore, Co. Wicklow","Euro","54831"
"Household median gross income","2016","038 Arklow Rural, Co. Wicklow","Euro","46561"
"Household median gross income","2016","039 Aughrim, Co. Wicklow","Euro","39495"
"Household median gross income","2016","040 Avoca, Co. Wicklow","Euro","36967"
"Household median gross income","2016","041 Ballinaclash, Co. Wicklow","Euro","42709"
"Household median gross income","2016","042 Ballinacor, Co. Wicklow","Euro","49528"
"Household median gross income","2016","043 Ballinderry, Co. Wicklow","Euro","52082"
"Household median gross income","2016","044 Ballyarthur, Co. Wicklow","Euro","43177"
"Household median gross income","2016","045 Ballycullen, Co. Wicklow","Euro","53223"
"Household median gross income","2016","046 Brockagh, Co. Wicklow","Euro","46406"
"Household median gross income","2016","047 Calary, Co. Wicklow","Euro","61060"
"Household median gross income","2016","048 Cronebane, Co. Wicklow","Euro","43253"
"Household median gross income","2016","049 Dunganstown East, Co. Wicklow","Euro","50413"
"Household median gross income","2016","050 Dunganstown South, Co. Wicklow","Euro","44822"
"Household median gross income","2016","051 Dunganstown West, Co. Wicklow","Euro","51946"
