"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Volume of Sales","2016","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Number","259"
"Volume of Sales","2016","Limerick","Existing","Executions","Non-Household Buyer","Market","Number","244"
"Volume of Sales","2016","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Number","15"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Number","2247"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Number","1919"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Number","328"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Number","1984"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Number","1668"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Number","316"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","473"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","447"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","26"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","1002"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Number","788"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Number","214"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","509"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Number","433"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Number","76"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Number","263"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Number","251"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Number","12"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Number","2223"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Number","1892"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Number","331"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Number","1987"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Number","1665"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Number","322"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","484"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","454"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","30"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","983"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Number","769"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Number","214"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","520"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Number","442"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Number","78"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Number","236"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Number","227"
"Volume of Sales","2017","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Number","9"
"Volume of Sales","2017","Limerick","New","Filings","All Buyer Types","All Sale Types","Number","258"
"Volume of Sales","2017","Limerick","New","Filings","All Buyer Types","Market","Number","242"
"Volume of Sales","2017","Limerick","New","Filings","All Buyer Types","Non-Market","Number","16"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - All","All Sale Types","Number","233"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - All","Market","Number","217"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - All","Non-Market","Number","16"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","96"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","94"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","2"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","120"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Number","108"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Number","12"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","17"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Number","15"
"Volume of Sales","2017","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Number","2"
"Volume of Sales","2017","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Number","25"
"Volume of Sales","2017","Limerick","New","Filings","Non-Household Buyer","Market","Number","25"
"Volume of Sales","2017","Limerick","New","Filings","Non-Household Buyer","Non-Market","Number","0"
"Volume of Sales","2017","Limerick","New","Executions","All Buyer Types","All Sale Types","Number","240"
"Volume of Sales","2017","Limerick","New","Executions","All Buyer Types","Market","Number","227"
"Volume of Sales","2017","Limerick","New","Executions","All Buyer Types","Non-Market","Number","13"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - All","All Sale Types","Number","222"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - All","Market","Number","209"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - All","Non-Market","Number","13"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","96"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","94"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","2"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","113"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Number","104"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Number","9"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","13"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Number","11"
"Volume of Sales","2017","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Number","2"
"Volume of Sales","2017","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Number","18"
"Volume of Sales","2017","Limerick","New","Executions","Non-Household Buyer","Market","Number","18"
"Volume of Sales","2017","Limerick","New","Executions","Non-Household Buyer","Non-Market","Number","0"
"Volume of Sales","2017","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Number","1989"
"Volume of Sales","2017","Limerick","Existing","Filings","All Buyer Types","Market","Number","1677"
"Volume of Sales","2017","Limerick","Existing","Filings","All Buyer Types","Non-Market","Number","312"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Number","1751"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - All","Market","Number","1451"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Number","300"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","377"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","353"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","24"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","882"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Number","680"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Number","202"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","492"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Number","418"
"Volume of Sales","2017","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Number","74"
"Volume of Sales","2017","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Number","238"
"Volume of Sales","2017","Limerick","Existing","Filings","Non-Household Buyer","Market","Number","226"
"Volume of Sales","2017","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Number","12"
"Volume of Sales","2017","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Number","1983"
"Volume of Sales","2017","Limerick","Existing","Executions","All Buyer Types","Market","Number","1665"
"Volume of Sales","2017","Limerick","Existing","Executions","All Buyer Types","Non-Market","Number","318"
"Volume of Sales","2017","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Number","1765"
"Volume of Sales","2017","Limerick","Existing","Executions","Household Buyer - All","Market","Number","1456"
"Volume of Sales","2017","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Number","309"
"Volume of Sales","2017","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","388"
"Volume of Sales","2017","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Number","360"
"Volume of Sales","2017","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Number","28"
"Volume of Sales","2017","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","870"
