Statistic,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2006M02,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M02,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006M02,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2006M02,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006M03,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2006M03,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2006M03,15 - 24 years,Female,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006M03,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M03,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006M03,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M03,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2006M03,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2006M03,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006M04,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2006M04,15 - 24 years,Male,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2006M04,15 - 24 years,Female,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2006M04,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M04,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2006M04,15 - 74 years,Female,%,5
Seasonally Adjusted Monthly Unemployment Rate,2006M04,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006M04,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2006M04,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006M05,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006M05,15 - 24 years,Male,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2006M05,15 - 24 years,Female,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2006M05,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M05,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006M05,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M05,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006M05,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2006M05,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006M06,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006M06,15 - 24 years,Male,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2006M06,15 - 24 years,Female,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006M06,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2006M06,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M06,15 - 74 years,Female,%,5
Seasonally Adjusted Monthly Unemployment Rate,2006M06,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006M06,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2006M06,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2006M07,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006M07,15 - 24 years,Male,%,9.8
Seasonally Adjusted Monthly Unemployment Rate,2006M07,15 - 24 years,Female,%,8
Seasonally Adjusted Monthly Unemployment Rate,2006M07,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M07,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M07,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2006M07,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006M07,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006M07,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2006M08,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006M08,15 - 24 years,Male,%,10
Seasonally Adjusted Monthly Unemployment Rate,2006M08,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2006M08,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2006M08,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2006M08,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2006M08,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2006M08,25 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006M08,25 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2006M09,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006M09,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2006M09,15 - 24 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2006M09,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M09,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M09,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006M09,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006M09,25 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006M09,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2006M10,15 - 24 years,Both sexes,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2006M10,15 - 24 years,Male,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006M10,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2006M10,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M10,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006M10,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M10,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006M10,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006M10,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006M11,15 - 24 years,Both sexes,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2006M11,15 - 24 years,Male,%,8.2
Seasonally Adjusted Monthly Unemployment Rate,2006M11,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2006M11,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006M11,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2006M11,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006M11,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006M11,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006M11,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006M12,15 - 24 years,Both sexes,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2006M12,15 - 24 years,Male,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006M12,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2006M12,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M12,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006M12,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006M12,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006M12,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006M12,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M01,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2007M01,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2007M01,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2007M01,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007M01,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007M01,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007M01,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M01,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007M01,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007M02,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2007M02,15 - 24 years,Male,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2007M02,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2007M02,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M02,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M02,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M02,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M02,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007M02,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007M03,15 - 24 years,Both sexes,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2007M03,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2007M03,15 - 24 years,Female,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2007M03,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007M03,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007M03,15 - 74 years,Female,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007M03,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M03,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007M03,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007M04,15 - 24 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2007M04,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007M04,15 - 24 years,Female,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2007M04,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007M04,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M04,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007M04,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M04,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007M04,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2007M05,15 - 24 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2007M05,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2007M05,15 - 24 years,Female,%,8.4
Seasonally Adjusted Monthly Unemployment Rate,2007M05,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007M05,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007M05,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007M05,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M05,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007M05,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2007M06,15 - 24 years,Both sexes,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2007M06,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007M06,15 - 24 years,Female,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2007M06,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007M06,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007M06,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007M06,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M06,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007M06,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2007M07,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2007M07,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2007M07,15 - 24 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2007M07,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M07,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M07,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M07,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M07,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007M07,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007M08,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2007M08,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007M08,15 - 24 years,Female,%,7.3
Seasonally Adjusted Monthly Unemployment Rate,2007M08,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M08,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M08,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007M08,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M08,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007M08,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007M09,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2007M09,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007M09,15 - 24 years,Female,%,7.3
Seasonally Adjusted Monthly Unemployment Rate,2007M09,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M09,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2007M09,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2007M09,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2007M09,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007M09,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2007M10,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2007M10,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007M10,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2007M10,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2007M10,15 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2007M10,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007M10,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007M10,25 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007M10,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2007M11,15 - 24 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2007M11,15 - 24 years,Male,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2007M11,15 - 24 years,Female,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2007M11,15 - 74 years,Both sexes,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007M11,15 - 74 years,Male,%,5.5
Seasonally Adjusted Monthly Unemployment Rate,2007M11,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M11,25 - 74 years,Both sexes,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007M11,25 - 74 years,Male,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2007M11,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007M12,15 - 24 years,Both sexes,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2007M12,15 - 24 years,Male,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2007M12,15 - 24 years,Female,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2007M12,15 - 74 years,Both sexes,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2007M12,15 - 74 years,Male,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2007M12,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007M12,25 - 74 years,Both sexes,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007M12,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2007M12,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2008M01,15 - 24 years,Both sexes,%,10
Seasonally Adjusted Monthly Unemployment Rate,2008M01,15 - 24 years,Male,%,11.8
Seasonally Adjusted Monthly Unemployment Rate,2008M01,15 - 24 years,Female,%,8
Seasonally Adjusted Monthly Unemployment Rate,2008M01,15 - 74 years,Both sexes,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2008M01,15 - 74 years,Male,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2008M01,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2008M01,25 - 74 years,Both sexes,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2008M01,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2008M01,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2008M02,15 - 24 years,Both sexes,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2008M02,15 - 24 years,Male,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2008M02,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2008M02,15 - 74 years,Both sexes,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2008M02,15 - 74 years,Male,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2008M02,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2008M02,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2008M02,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2008M02,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2008M03,15 - 24 years,Both sexes,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2008M03,15 - 24 years,Male,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2008M03,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2008M03,15 - 74 years,Both sexes,%,5.5
Seasonally Adjusted Monthly Unemployment Rate,2008M03,15 - 74 years,Male,%,6.1
Seasonally Adjusted Monthly Unemployment Rate,2008M03,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2008M03,25 - 74 years,Both sexes,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2008M03,25 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2008M03,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2008M04,15 - 24 years,Both sexes,%,10.8
Seasonally Adjusted Monthly Unemployment Rate,2008M04,15 - 24 years,Male,%,13.5
Seasonally Adjusted Monthly Unemployment Rate,2008M04,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2008M04,15 - 74 years,Both sexes,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2008M04,15 - 74 years,Male,%,6.3
Seasonally Adjusted Monthly Unemployment Rate,2008M04,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2008M04,25 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2008M04,25 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2008M04,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2008M05,15 - 24 years,Both sexes,%,11.4
Seasonally Adjusted Monthly Unemployment Rate,2008M05,15 - 24 years,Male,%,14.2
Seasonally Adjusted Monthly Unemployment Rate,2008M05,15 - 24 years,Female,%,8.2
